result,Draw_odd,odd_dif,ovr_dif,att_dif,mid_dif,defe_dif,rank_dif,points_dif,Elo_ranking_dif,Elo_rating_dif,goal_balance_dif
win,4.44,-7.32,4.429999999999993,5.640000000000001,5.890000000000001,4.219999999999999,-43.0,434.0,-42,310,-0.9387583158263305
lose,4.15,5.43,-8.010000000000005,-5.859999999999999,-7.439999999999998,-9.329999999999998,14.0,-672.0,8,-222,-1.0824837020965914
win,3.14,-1.44,-0.3400000000000034,2.3200000000000074,1.1899999999999977,-2.9399999999999977,-3.0,31.0,-16,140,0.2733169322742615
draw,3.12,1.8899999999999997,-4.539999999999992,-4.299999999999997,-3.960000000000008,-5.159999999999997,-2.0,31.0,-1,1,-1.2604285286185197
win,3.25,-3.2299999999999995,2.780000000000001,4.079999999999998,3.4799999999999898,0.7800000000000011,-8.0,145.0,-39,347,0.21158165483263294
win,3.5,-1.69,1.9000000000000057,1.6000000000000085,1.7999999999999972,2.1000000000000085,-13.0,288.0,-31,329,-0.5769127995012024
lose,3.33,-3.25,1.9000000000000057,4.200000000000003,0.5999999999999943,-0.09999999999999432,-44.0,480.0,-30,230,-0.4233271240213057
win,3.33,-1.56,-0.47999999999998977,-1.4899999999999949,2.1599999999999966,-1.0999999999999943,-2.0,68.0,-6,111,-0.3112733509989115
draw,3.94,2.51,-9.439999999999998,-10.5,-8.560000000000002,-7.060000000000002,18.0,-298.0,6,-58,-0.6505755668651595
draw,3.07,-0.3200000000000003,-2.1200000000000045,-2.1200000000000045,-1.1200000000000045,-1.1200000000000045,19.0,-312.0,-29,194,0.8916872315687066
lose,3.3,2.84,-2.780000000000001,-4.890000000000001,-0.39000000000000057,1.6700000000000017,-1.0,5.0,26,-147,0.4886320665532236
lose,3.38,3.4099999999999997,-4.670000000000002,-5.670000000000002,-4.329999999999998,-0.3299999999999983,-10.0,75.0,20,-84,0.10360756831476947
draw,3.2,-0.7200000000000002,5.950000000000003,6.939999999999998,5.640000000000001,5.340000000000003,-28.0,91.0,-21,134,-0.30614984478563645
draw,3.28,-1.4100000000000001,1.990000000000009,3.700000000000003,2.280000000000001,0.3500000000000085,-31.0,161.0,-8,24,0.12311860428997912
draw,3.24,-2.8200000000000003,1.3400000000000034,3.3900000000000006,-0.3100000000000023,-0.8799999999999955,5.0,-51.0,-4,27,0.32565261435361964
win,2.99,1.6300000000000003,-4.319999999999993,-5.0,-4.810000000000002,-6.439999999999998,2.0,1.0,3,-35,-0.5819736309229177
win,3.3,3.4000000000000004,-5.709999999999994,-3.9399999999999977,-6.359999999999999,-6.599999999999994,5.0,-176.0,2,-84,-0.2885231415000553
lose,3.46,0.029999999999999805,1.1800000000000068,1.2199999999999989,0.5799999999999983,-0.37999999999999545,-5.0,79.0,4,-67,-0.03579484252294718
win,3.75,-4.3500000000000005,0.6200000000000045,0.0,5.25,-0.37999999999999545,-34.0,397.0,-32,212,0.2766360919303309
lose,3.01,-0.10000000000000009,-3.819999999999993,-3.8299999999999983,-4.689999999999998,-5.819999999999993,11.0,-261.0,7,-44,0.35675471514206347
lose,3.69,7.699999999999999,-6.489999999999995,-4.560000000000002,-7.689999999999998,-8.209999999999994,7.0,-473.0,13,-270,-0.2968125999251624
win,3.08,3.4099999999999997,-6.489999999999995,-4.560000000000002,-7.689999999999998,-8.209999999999994,15.0,-412.0,9,-93,-0.23646369233364262
lose,3.88,4.779999999999999,-6.489999999999995,-4.560000000000002,-7.689999999999998,-8.209999999999994,5.0,-28.0,10,-179,-0.3766626025271559
draw,3.36,-2.76,0.8500000000000085,0.9000000000000057,-0.25,-0.04999999999999716,-6.0,205.0,-7,52,0.9452214452214452
draw,3.11,2.47,-1.990000000000009,-3.700000000000003,-2.280000000000001,-0.3500000000000085,8.0,-98.0,23,-188,-0.20119176598049837
lose,3.1,1.8200000000000003,-0.6500000000000057,-0.3100000000000023,-2.5900000000000034,-1.230000000000004,30.0,-158.0,13,-103,0.12935250993340425
lose,3.3,-3.3899999999999997,0.12999999999999545,-4.700000000000003,-0.030000000000001137,0.769999999999996,-48.0,188.0,-23,131,0.042192917285785114
lose,3.15,2.0,-6.52000000000001,-7.439999999999998,-7.180000000000007,-7.38000000000001,-10.0,55.0,8,-134,-0.1149697211834999
lose,3.17,2.46,-5.810000000000002,-7.530000000000001,-6.969999999999999,-6.170000000000002,-2.0,49.0,-6,27,0.31419282983654917
lose,3.59,4.0600000000000005,-5.810000000000002,-7.530000000000001,-6.969999999999999,-6.170000000000002,26.0,-351.0,14,-128,0.22368552816386061
lose,3.6,-0.71,-1.1400000000000006,-2.799999999999997,-2.530000000000001,-0.4000000000000057,5.0,-73.0,15,-87,0.7361372440509131
draw,3.4,-2.6500000000000004,4.609999999999999,3.549999999999997,5.950000000000003,6.219999999999999,-26.0,336.0,-21,163,-0.49054878048780487
lose,3.3,2.3999999999999995,-3.3299999999999983,-4.780000000000001,-2.049999999999997,-3.219999999999999,11.0,-166.0,6,-138,0.24996884735202493
lose,4.8,-10.4,6.1299999999999955,5.640000000000001,7.530000000000001,7.209999999999994,-42.0,203.0,-31,215,1.3893441147889098
draw,2.74,3.29,-6.5,-8.170000000000002,-5.5,-6.219999999999999,3.0,-84.0,12,-196,0.07956633167276184
lose,3.91,5.36,-7.049999999999997,-7.329999999999998,-6.049999999999997,-5.719999999999999,8.0,-313.0,20,-276,-0.6288490414446186
lose,3.22,-1.1099999999999999,0.7800000000000011,0.10999999999999943,0.060000000000002274,-0.5,-15.0,98.0,14,-55,0.007215597298438181
lose,3.48,2.74,-5.159999999999997,-7.219999999999999,-4.3799999999999955,-4.939999999999998,4.0,-68.0,13,-127,-0.0015090026294746761
win,4.24,-3.7,-0.75,-2.4200000000000017,0.8599999999999994,0.09999999999999432,-27.0,153.0,-22,176,-0.2907441651256934
win,3.1,-1.7000000000000002,-1.1200000000000045,-1.4399999999999977,-2.0600000000000023,-5.060000000000002,16.0,-53.0,-17,126,-1.38384981993056
draw,4.12,3.8,-11.400000000000006,-11.719999999999999,-11.620000000000005,-12.780000000000001,3.0,-41.0,10,-119,-0.757130295101071
lose,4.1,6.720000000000001,-7.679999999999993,-9.689999999999998,-4.840000000000003,-8.599999999999994,10.0,-110.0,42,-306,0.34874645189255704
draw,5.52,-13.67,5.439999999999998,6.5,3.5600000000000023,5.060000000000002,-17.0,292.0,-92,460,1.0639441571871768
lose,2.84,-1.0700000000000003,2.3299999999999983,3.6099999999999994,2.450000000000003,2.3400000000000034,10.0,-278.0,4,-75,1.184007844535568
win,4.1,-5.32,4.319999999999993,5.0,4.810000000000002,6.439999999999998,-7.0,53.0,-9,174,0.6329623372751664
win,4.14,-6.390000000000001,6.310000000000002,8.700000000000003,7.090000000000003,6.790000000000006,-38.0,214.0,-17,198,0.7560809415651455
win,3.48,-3.8900000000000006,5.659999999999997,8.39,4.5,5.560000000000002,-8.0,56.0,-4,95,0.8854334514985498
win,3.79,-5.56,10.560000000000002,11.939999999999998,10.620000000000005,12.120000000000005,-28.0,110.0,-26,201,1.9740214157896856
win,3.34,-0.6499999999999999,-1.3900000000000006,1.0600000000000023,-1.5499999999999972,-0.1599999999999966,-9.0,60.0,-3,69,0.28058003191563174
lose,4.22,-7.670000000000001,11.769999999999996,12.0,10.39,11.730000000000004,-27.0,345.0,-18,163,1.8461046807279784
lose,2.98,-0.6699999999999999,-0.21000000000000796,1.2600000000000051,-0.09000000000000341,-0.5900000000000034,6.0,-79.0,-5,39,0.6278039648313442
draw,2.9,0.0900000000000003,-0.21000000000000796,1.2600000000000051,-0.09000000000000341,-0.5900000000000034,-4.0,91.0,-2,41,0.6174678587940892
draw,2.94,-0.8300000000000001,-0.21000000000000796,1.2600000000000051,-0.09000000000000341,-0.5900000000000034,-6.0,45.0,-1,1,0.5876858867863365
win,6.33,-16.89,14.439999999999998,15.5,11.560000000000002,13.060000000000002,-40.0,411.0,-58,392,1.7234550158091406
win,3.36,-4.33,8.439999999999998,8.420000000000002,8.710000000000008,9.14,-21.0,85.0,-25,200,1.4843447994540788
draw,2.97,-1.5900000000000003,0.5,1.1700000000000017,0.12000000000000455,0.6200000000000045,-1.0,4.0,-3,65,1.0465060598660172
draw,3.54,-3.8000000000000003,4.909999999999997,5.969999999999999,5.359999999999999,5.659999999999997,-15.0,211.0,-30,238,0.5582467120257502
draw,5.45,-9.81,7.849999999999994,9.909999999999997,6.909999999999997,8.240000000000009,-44.0,234.0,-30,301,1.1292258282623393
win,5.5,-13.870000000000001,21.439999999999998,16.5,22.560000000000002,24.060000000000002,-41.0,149.0,-65,408,0.8698411133335211
draw,4.04,-5.37,8.049999999999997,9.5,7.890000000000001,8.560000000000002,-5.0,113.0,-17,156,1.412732248255478
win,3.74,-4.430000000000001,8.590000000000003,8.349999999999994,7.939999999999998,8.290000000000006,-8.0,132.0,-19,169,1.7743611116144504
lose,4.74,8.04,-9.459999999999994,-10.420000000000002,-9.579999999999998,-10.429999999999993,53.0,-369.0,37,-353,-1.1393752674368849
win,5.96,-14.899999999999999,17.28,14.280000000000001,18.560000000000002,15.719999999999999,-13.0,122.0,-61,429,1.0042082001128456
win,3.09,-0.94,0.75,-1.4599999999999937,1.5100000000000051,2.25,5.0,-165.0,-11,179,-0.4766908250415894
win,7.16,-9.66,11.11,11.719999999999999,11.450000000000003,12.439999999999998,-29.0,420.0,-33,359,-0.5701151121605668
win,3.12,-0.4700000000000002,3.1700000000000017,3.3900000000000006,3.450000000000003,3.0,4.0,-142.0,-1,59,0.19681526758626872
win,3.08,-2.1,5.159999999999997,4.780000000000001,5.810000000000002,7.099999999999994,-8.0,135.0,-8,169,-0.4052189460263815
draw,2.98,-0.7899999999999996,0.8400000000000034,-0.21999999999999886,1.0,0.6599999999999966,10.0,-258.0,6,-63,-1.089792693449939
lose,3.12,0.1299999999999999,-0.5499999999999972,0.8400000000000034,-0.5499999999999972,0.5,18.0,-425.0,5,-168,-0.7556677450424218
win,3.0,-0.14000000000000012,-0.5499999999999972,0.8400000000000034,-0.5499999999999972,0.5,21.0,-479.0,1,-29,-0.7396429058627239
win,5.87,-10.58,14.780000000000001,15.280000000000001,12.560000000000002,14.219999999999999,-22.0,201.0,-62,414,0.06655574446236634
win,4.86,-6.73,12.61,11.780000000000001,11.39,12.39,-11.0,107.0,-23,243,0.8227265461735646
lose,3.54,0.33000000000000007,0.6299999999999955,1.0400000000000063,0.9099999999999966,0.06999999999999318,4.0,-255.0,4,-112,-0.5204154022799967
lose,3.12,-1.7400000000000002,6.340000000000003,6.0,6.390000000000001,6.719999999999999,-10.0,170.0,6,-44,-0.5239785419680646
win,4.61,-7.220000000000001,5.780000000000001,4.780000000000001,11.060000000000002,6.719999999999999,-17.0,192.0,-35,288,-0.16040637585204687
win,3.89,-4.949999999999999,11.680000000000007,10.180000000000007,11.86,12.219999999999999,-2.0,55.0,-14,239,0.5095823400687326
lose,3.08,-2.08,1.3400000000000034,0.9500000000000028,1.1200000000000045,1.2800000000000011,18.0,-351.0,-4,79,-0.14215192764866624
win,3.75,-7.61,8.75,10.099999999999994,8.969999999999999,7.900000000000006,-6.0,58.0,-17,208,0.6021360474592976
win,4.82,-9.940000000000001,10.400000000000006,11.040000000000006,11.150000000000006,11.010000000000005,9.0,-112.0,-40,328,-0.04329097453225178
draw,3.5,-5.5600000000000005,11.780000000000001,11.379999999999995,12.36,12.920000000000002,-24.0,88.0,-44,394,-0.7541190102414592
draw,3.25,-3.7500000000000004,6.340000000000003,8.400000000000006,6.75,5.280000000000001,-30.0,113.0,-13,215,0.636190190361859
draw,2.92,-4.02,6.340000000000003,8.400000000000006,6.75,5.280000000000001,13.0,-182.0,-12,152,0.6043184401912385
draw,3.84,-4.62,6.340000000000003,8.400000000000006,6.75,5.280000000000001,-14.0,162.0,-9,181,0.5882522446825127
win,5.57,-8.879999999999999,6.829999999999998,5.439999999999998,5.109999999999999,5.219999999999999,-24.0,526.0,-41,460,0.7219277808346952
win,3.28,-1.0700000000000003,1.2999999999999972,-2.299999999999997,2.0600000000000023,1.75,-1.0,67.0,-1,84,0.24800765827793958
draw,3.0,-0.3400000000000003,1.2999999999999972,-2.299999999999997,2.0600000000000023,1.75,12.0,-65.0,1,-2,0.21906303350109746
win,3.9,-5.72,11.659999999999997,10.879999999999995,12.0,11.939999999999998,-15.0,316.0,-18,291,0.09877652588650032
win,4.94,-10.1,10.829999999999998,9.439999999999998,10.11,7.219999999999999,-5.0,7.0,-44,344,0.23112440558367853
win,3.03,0.28000000000000025,1.3900000000000006,-1.0600000000000023,1.5499999999999972,0.1599999999999966,-3.0,97.0,-2,143,-0.32199116071244127
lose,3.35,-0.1299999999999999,0.5499999999999972,-0.8400000000000034,0.5499999999999972,-0.5,11.0,-145.0,7,-152,0.6891986841685029
draw,5.61,-7.82,7.829999999999998,2.9399999999999977,8.61,7.719999999999999,-22.0,467.0,-39,451,0.45621517910599696
win,5.16,-8.459999999999999,8.709999999999994,7.319999999999993,8.989999999999995,6.099999999999994,-11.0,381.0,-16,227,1.2398326872610532
draw,9.83,-19.17,12.649999999999991,12.030000000000001,13.170000000000002,12.039999999999992,-27.0,150.0,-31,237,0.5218929740056499
lose,2.88,-0.8300000000000001,1.1799999999999926,0.20000000000000284,1.4599999999999937,-0.4300000000000068,4.0,-34.0,3,-43,0.2462178646753691
lose,3.36,-2.6799999999999997,1.1799999999999926,0.20000000000000284,1.4599999999999937,-0.4300000000000068,-6.0,263.0,-5,141,0.30558843801287616
draw,3.02,-1.58,1.1799999999999926,0.20000000000000284,1.4599999999999937,-0.4300000000000068,-11.0,356.0,-4,95,0.3477749598994234
lose,4.5,-5.99,6.890000000000001,5.159999999999997,6.939999999999998,6.219999999999999,-15.0,570.0,-13,151,0.3137997787610619
win,3.8,-5.300000000000001,8.049999999999997,4.549999999999997,9.719999999999999,8.89,-17.0,443.0,-25,215,0.7173300389261996
draw,4.04,-4.61,8.049999999999997,4.549999999999997,9.719999999999999,8.89,-30.0,578.0,-15,187,0.7225084915347955
win,3.53,-1.6600000000000001,1.8900000000000006,0.10999999999999943,1.6700000000000017,0.7800000000000011,-3.0,146.0,-9,224,0.6311567421766978
win,3.3,-2.44,1.8900000000000006,0.10999999999999943,1.6700000000000017,0.7800000000000011,6.0,-46.0,-4,82,0.6874588695905701
win,3.3,-1.6099999999999999,1.8900000000000006,0.10999999999999943,1.6700000000000017,0.7800000000000011,-4.0,245.0,-7,149,0.627340038815144
win,3.42,-1.2200000000000002,1.8900000000000006,0.10999999999999943,1.6700000000000017,0.7800000000000011,8.0,-52.0,1,-10,0.5300870644427311
lose,3.73,-4.1,6.159999999999997,3.769999999999996,5.780000000000001,6.890000000000001,-13.0,257.0,-23,324,0.4869444004861969
win,4.23,-9.67,10.829999999999998,14.439999999999998,8.11,3.219999999999999,-22.0,487.0,-27,285,0.9443704771153786
lose,3.32,0.16999999999999993,-0.7800000000000011,-0.6200000000000045,-1.3299999999999983,-1.6099999999999994,5.0,-454.0,3,-49,0.0501744615513966
lose,3.16,0.7799999999999998,-0.7800000000000011,-0.6200000000000045,-1.3299999999999983,-1.6099999999999994,1.0,-44.0,6,-134,0.059117168411771726
win,4.63,-6.18,8.069999999999993,4.969999999999999,8.349999999999994,7.039999999999992,-17.0,602.0,-8,87,0.37085040983606554
win,3.46,-4.0,8.069999999999993,4.969999999999999,8.349999999999994,7.039999999999992,2.0,-24.0,-8,107,0.28791039342085534
win,4.24,-6.29,6.560000000000002,4.840000000000003,6.109999999999999,6.549999999999997,-11.0,381.0,-9,136,1.2337445867215004
win,4.31,-5.84,8.829999999999998,7.769999999999996,9.280000000000001,11.719999999999999,-25.0,505.0,-22,269,0.6518760978613208
draw,3.14,-0.9300000000000002,3.8299999999999983,7.939999999999998,3.3900000000000006,4.219999999999999,13.0,-34.0,6,-34,-0.3614166078095046
lose,4.23,6.09,-7.829999999999998,-2.9399999999999977,-8.61,-7.719999999999999,28.0,-350.0,24,-325,-0.4601931336960049
lose,3.4,-0.5500000000000003,1.6099999999999994,5.5,0.8299999999999983,1.0,10.0,-168.0,21,-130,0.5899965766823161
win,3.25,-0.5499999999999998,1.6099999999999994,5.5,0.8299999999999983,1.0,42.0,-159.0,9,-20,0.735640770252324
lose,4.09,5.609999999999999,-7.409999999999997,-9.61999999999999,-6.929999999999993,-4.349999999999994,5.0,-52.0,21,-242,-1.0249275427950368
lose,3.18,1.0700000000000003,-1.009999999999991,0.3200000000000074,-0.3499999999999943,0.8500000000000085,-19.0,215.0,-5,50,-0.8361781766097698
win,3.57,2.0100000000000002,-0.8799999999999955,-2.4799999999999898,-1.6799999999999926,1.3200000000000074,-5.0,143.0,8,-18,-0.7884944543338354
win,3.18,1.7000000000000002,-2.3799999999999955,-3.3799999999999955,2.6200000000000045,0.12000000000000455,-9.0,74.0,-24,97,-0.6647634839194094
lose,3.31,1.1,-2.4099999999999966,-2.4099999999999966,-2.0799999999999983,-0.28000000000000114,-12.0,253.0,18,-109,-1.031388123758888
win,3.59,3.25,-2.4099999999999966,-2.4099999999999966,-2.0799999999999983,-0.28000000000000114,2.0,-7.0,6,-62,-0.9954142602884022
lose,3.71,3.5,-9.489999999999995,-7.939999999999998,-10.319999999999993,-7.709999999999994,7.0,-235.0,26,-327,-1.1970220480004958
lose,3.06,0.38000000000000034,-0.6400000000000006,-2.3499999999999943,-0.6400000000000006,0.9399999999999977,-13.0,250.0,-3,14,-0.9345127645811792
lose,3.47,4.0,-8.099999999999994,-9.200000000000003,-7.0,-6.0,22.0,-196.0,33,-217,0.3916062660743512
lose,4.11,4.1,-3.3799999999999955,-3.5600000000000023,-0.9399999999999977,-1.4399999999999977,19.0,-160.0,52,-295,0.6905745506387047
lose,4.47,5.52,-8.439999999999998,-6.8799999999999955,-5.810000000000002,-8.939999999999998,34.0,-421.0,47,-240,0.5463486037671422
lose,3.63,5.46,-8.929999999999993,-9.480000000000004,-9.170000000000002,-9.539999999999992,19.0,-549.0,26,-215,0.503384127853524
draw,5.54,11.27,-12.099999999999994,-12.870000000000005,-12.620000000000005,-12.539999999999992,38.0,-295.0,38,-389,0.16730571016285306
draw,4.05,7.99,-10.759999999999991,-11.920000000000002,-11.5,-11.259999999999991,13.0,-274.0,31,-239,0.13014881106085985
lose,4.44,6.950000000000001,-10.759999999999991,-11.920000000000002,-11.5,-11.259999999999991,35.0,-202.0,32,-247,0.008194090437081192
win,3.17,1.4300000000000002,-4.269999999999996,-3.5,-2.6499999999999915,-4.909999999999997,26.0,-330.0,-19,95,-1.0271846797270525
lose,3.94,2.4699999999999998,-7.450000000000003,-7.0,-5.579999999999998,-5.290000000000006,5.0,-89.0,36,-256,-1.2419090730457691
draw,3.0,-0.48,-0.5100000000000051,1.0900000000000034,1.230000000000004,0.14999999999999147,16.0,-184.0,-12,75,-1.0950272848830906
draw,3.1,-0.20000000000000018,3.0,8.0,2.0,0.0,-42.0,135.0,-30,176,0.912772585669782
draw,3.5,2.9699999999999998,-2.5,2.5,1.5,-3.0,-4.0,26.0,3,-6,0.5815301536951023
draw,4.06,4.630000000000001,-6.939999999999998,-1.3299999999999983,-8.439999999999998,-8.439999999999998,29.0,-561.0,11,-136,0.5668804549061095
lose,6.79,18.310000000000002,-9.61,-2.0600000000000023,-11.439999999999998,-10.829999999999998,26.0,-434.0,15,-188,-0.02062334795364107
win,3.7,-5.6000000000000005,10.480000000000004,10.679999999999993,10.540000000000006,12.370000000000005,-36.0,131.0,-27,257,-0.24596996493704115
win,3.88,-5.67,7.710000000000008,7.239999999999995,7.8300000000000125,7.410000000000011,-13.0,94.0,-30,302,0.27133801173943106
lose,4.03,-4.9399999999999995,9.650000000000006,9.239999999999995,8.650000000000006,7.650000000000006,-24.0,377.0,-1,19,0.02277160203381534
