date,home_team,away_team,result,home_team_odd,Draw_odd,away_team_odd,home_score,away_score,goal_dif,ovr_home,att_home,mid_home,defe_home,ovr_away,att_away,mid_away,defe_away,Previous_Rank_home,Total_Points_home,Country_Code_home,Previous_Rank_away,Total_Points_away,Country_Code_away,odd_dif,ovr_dif,att_dif,mid_dif,defe_dif,rank_dif,Elo_ranking_home,Elo_rating_home,total_game_home,total_wins_home,total_draw_home,total_lose_home,goal_for_home,goal_against_home,Elo_ranking_away,Elo_rating_away,total_game_away,total_wins_away,total_draw_away,total_lose_away,goal_for_away,goal_against_away,points_dif,win_rate_home,draw_rate_home,lose_rate_home,goal_balance_home,win_rate_away,draw_rate_away,lose_rate_away,goal_balance_away,Elo_ranking_dif,Elo_rating_dif,win_rate_dif,draw_rate_dif,lose_rate_dif,goal_balance_dif,goal_for_dif,goal_against_dif
2010,Switzerland,Honduras,draw,1.52,4.0,6.64,0,0,0,76.94,74.88,75.81,76.44,68.5,68.0,70.0,67.5,18.0,924.0,SUI,37.0,759.0,HON,-5.119999999999999,8.439999999999998,6.8799999999999955,5.810000000000002,8.939999999999998,-19.0,25,1754,724,235,155,334,1037,1302,42,1677,455,193,117,145,716,580,165.0,32.4585635359116,21.408839779005525,46.13259668508287,-0.3660220994475138,42.417582417582416,25.71428571428571,31.868131868131865,0.2989010989010989,-17,77,-9.959018881670815,-9.959018881670815,-9.959018881670815,-0.6649231983486127,-0.6649231983486127,-0.6649231983486127
2016,Switzerland,Poland,draw,3.03,2.87,2.87,1,1,0,76.94,74.88,75.81,76.44,75.78,77.89,73.39,72.33,12.0,1050.0,SUI,34.0,769.0,POL,0.1599999999999997,1.1599999999999966,-3.010000000000005,2.4200000000000017,4.109999999999999,-22.0,16,1857,785,269,169,347,1139,1361,18,1851,815,351,202,262,1387,1111,281.0,34.267515923566876,21.528662420382165,44.203821656050955,-0.28280254777070063,43.06748466257669,24.785276073619634,32.14723926380368,0.33865030674846625,-2,6,-8.799968739009813,-8.799968739009813,-8.799968739009813,-0.6214528545191669,-0.6214528545191669,-0.6214528545191669
2008,Switzerland,Portugal,win,3.23,3.3,2.21,2,0,2,76.94,74.88,75.81,76.44,81.94,82.33,81.44,80.44,44.0,657.0,SUI,8.0,1241.0,POR,1.02,-5.0,-7.450000000000003,-5.6299999999999955,-4.0,36.0,21,1793,703,228,147,328,1014,1285,18,1821,478,214,110,154,769,609,-584.0,32.432432432432435,20.910384068278805,46.65718349928876,-0.38549075391180654,44.76987447698745,23.01255230125523,32.21757322175732,0.33472803347280333,3,-28,-12.337442044555011,-12.337442044555011,-12.337442044555011,-0.7202187873846099,-0.7202187873846099,-0.7202187873846099
2006,Switzerland,South Korea,win,1.99,2.83,4.41,2,0,2,76.94,74.88,75.81,76.44,71.5,71.9,70.2,68.8,35.0,655.0,SUI,29.0,680.0,KOR,-2.42,5.439999999999998,2.9799999999999898,5.609999999999999,7.640000000000001,6.0,15,1847,680,217,145,318,978,1253,46,1668,780,432,190,158,1477,708,-25.0,31.91176470588235,21.323529411764707,46.76470588235294,-0.40441176470588236,55.38461538461539,24.358974358974358,20.256410256410255,0.985897435897436,-31,179,-23.472850678733035,-23.472850678733035,-23.472850678733035,-1.3903092006033182,-1.3903092006033182,-1.3903092006033182
2021,Switzerland,Spain,draw,5.86,3.88,1.65,1,1,0,76.94,74.88,75.81,76.44,84.61,83.06,84.44,82.83,16.0,1593.0,SUI,6.0,1645.0,ESP,4.210000000000001,-7.670000000000002,-8.180000000000007,-8.629999999999995,-6.390000000000001,10.0,11,1934,842,298,185,359,1249,1414,5,2037,728,425,169,134,1460,655,-52.0,35.39192399049881,21.971496437054633,42.63657957244655,-0.19596199524940616,58.37912087912088,23.214285714285715,18.40659340659341,1.1057692307692308,6,-103,-22.987196888622073,-22.987196888622073,-22.987196888622073,-1.3017312260186369,-1.3017312260186369,-1.3017312260186369
2008,Switzerland,Turkey,lose,2.21,3.21,3.29,1,2,-1,76.94,74.88,75.81,76.44,77.27,77.6,77.0,74.67,44.0,657.0,SUI,16.0,924.0,TUR,-1.08,-0.3299999999999983,-2.719999999999999,-1.1899999999999977,1.769999999999996,28.0,21,1793,703,228,147,328,1014,1285,16,1830,468,166,112,190,620,722,-267.0,32.432432432432435,20.910384068278805,46.65718349928876,-0.38549075391180654,35.47008547008547,23.931623931623932,40.598290598290596,-0.21794871794871795,5,-37,-3.037653037653037,-3.037653037653037,-3.037653037653037,-0.1675420359630886,-0.1675420359630886,-0.1675420359630886
2021,Switzerland,Turkey,win,1.65,4.43,4.96,3,1,2,76.94,74.88,75.81,76.44,77.27,77.6,77.0,74.67,16.0,1593.0,SUI,32.0,1487.0,TUR,-3.31,-0.3299999999999983,-2.719999999999999,-1.1899999999999977,1.769999999999996,-16.0,11,1934,842,298,185,359,1249,1414,39,1727,613,235,147,231,840,883,106.0,35.39192399049881,21.971496437054633,42.63657957244655,-0.19596199524940616,38.33605220228385,23.98042414355628,37.68352365415987,-0.0701468189233279,-28,207,-2.944128211785042,-2.944128211785042,-2.944128211785042,-0.12581517632607825,-0.12581517632607825,-0.12581517632607825
2006,Switzerland,Ukraine,draw,2.41,3.02,3.08,0,0,0,76.94,74.88,75.81,76.44,75.0,74.67,73.83,69.5,35.0,655.0,SUI,40.0,629.0,UKR,-0.6699999999999999,1.9399999999999977,0.20999999999999375,1.980000000000004,6.939999999999998,-5.0,15,1847,680,217,145,318,978,1253,20,1806,130,51,41,38,158,131,26.0,31.91176470588235,21.323529411764707,46.76470588235294,-0.40441176470588236,39.23076923076923,31.538461538461537,29.230769230769234,0.2076923076923077,-5,41,-7.319004524886882,-7.319004524886882,-7.319004524886882,-0.6121040723981901,-0.6121040723981901,-0.6121040723981901
2006,Togo,France,lose,14.43,6.91,1.14,0,2,-2,62.0,67.0,65.0,54.0,83.28,83.28,82.56,81.72,56.0,585.0,TOG,5.0,768.0,FRA,13.29,-21.28,-16.28,-17.560000000000002,-27.72,51.0,97,1438,334,107,85,142,366,468,2,2062,686,320,141,225,1232,1073,-183.0,32.035928143712574,25.449101796407188,42.51497005988024,-0.30538922155688625,46.647230320699705,20.55393586005831,32.798833819241985,0.23177842565597667,95,-624,-14.611302176987131,-14.611302176987131,-14.611302176987131,-0.5371676472128629,-0.5371676472128629,-0.5371676472128629
2006,Togo,Switzerland,lose,6.5,3.6,1.44,0,2,-2,62.0,67.0,65.0,54.0,76.94,74.88,75.81,76.44,56.0,585.0,TOG,35.0,655.0,SUI,5.0600000000000005,-14.939999999999998,-7.8799999999999955,-10.810000000000002,-22.439999999999998,21.0,97,1438,334,107,85,142,366,468,15,1847,680,217,145,318,978,1253,-70.0,32.035928143712574,25.449101796407188,42.51497005988024,-0.30538922155688625,31.91176470588235,21.323529411764707,46.76470588235294,-0.40441176470588236,82,-409,0.12416343783022299,0.12416343783022299,0.12416343783022299,0.09902254314899611,0.09902254314899611,0.09902254314899611
