date,home_team,away_team,result,home_team_odd,Draw_odd,away_team_odd,home_score,away_score,odd_dif,ovr_home,att_home,mid_home,defe_home,ovr_away,att_away,mid_away,defe_away,Previous_Rank_home,Total_Points_home,Previous_Rank_away,Total_Points_away,ovr_dif,att_dif,mid_dif,defe_dif,rank_dif,points_dif,goal_dif
2006,Sweden,Paraguay,win,1.9,3.1,3.6,1,0,-1.7000000000000002,75.76,77.47,74.76,74.18,74.0,75.08,72.85,71.92,14.0,731.0,30.0,672.0,1.7600000000000051,2.390000000000001,1.9100000000000108,2.2600000000000047,-16.0,59.0,1
2018,Sweden,South Korea,win,2.25,3.05,3.91,1,0,-1.66,75.76,77.47,74.76,74.18,71.5,71.9,70.2,68.8,18.0,1000.0,60.0,569.0,4.260000000000005,5.569999999999993,4.560000000000001,5.38000000000001,-42.0,431.0,1
2018,Sweden,Switzerland,win,3.37,2.95,2.54,1,0,0.8300000000000001,75.76,77.47,74.76,74.18,76.94,74.88,75.81,76.44,18.0,1000.0,8.0,1190.0,-1.1799999999999926,2.5900000000000034,-1.0499999999999972,-2.259999999999991,10.0,-190.0,1
2014,Switzerland,Ecuador,win,2.41,3.19,3.16,2,1,-0.75,76.94,74.88,75.81,76.44,71.88,71.56,70.94,68.94,8.0,1113.0,23.0,852.0,5.060000000000001,3.3199999999999936,4.8700000000000045,7.5,-15.0,261.0,1
2006,Switzerland,South Korea,win,1.99,2.83,4.41,2,0,-2.42,76.94,74.88,75.81,76.44,71.5,71.9,70.2,68.8,35.0,655.0,29.0,680.0,5.439999999999998,2.9799999999999898,5.6099999999999985,7.6400000000000015,6.0,-25.0,2
2006,Ukraine,Tunisia,win,1.59,3.58,6.2,1,0,-4.61,75.0,74.67,73.83,69.5,71.0,69.5,70.0,71.0,40.0,629.0,28.0,685.0,4.0,5.170000000000002,3.8299999999999983,-1.5,12.0,-56.0,1
2010,United States,Algeria,win,1.87,3.55,4.1,1,0,-2.2299999999999995,74.39,74.0,73.67,72.5,77.0,77.0,78.0,76.0,14.0,963.0,26.0,784.0,-2.6099999999999994,-3.0,-4.329999999999998,-3.5,-12.0,179.0,1
2014,Uruguay,England,win,3.76,3.76,1.95,2,1,1.81,78.38,80.69,75.44,77.0,82.44,83.5,81.56,81.06,6.0,1132.0,13.0,1041.0,-4.060000000000001,-2.8100000000000023,-6.1200000000000045,-4.060000000000001,-7.0,91.0,1
2018,Uruguay,Portugal,win,3.03,3.0,2.75,2,1,0.2799999999999998,78.38,80.69,75.44,77.0,81.94,82.33,81.44,80.44,21.0,924.0,3.0,1358.0,-3.5600000000000023,-1.6400000000000006,-6.0,-3.4399999999999977,18.0,-434.0,1
2018,Uruguay,Saudi Arabia,win,1.21,6.75,18.4,1,0,-17.189999999999998,78.38,80.69,75.44,77.0,71.5,72.0,72.0,72.0,21.0,924.0,63.0,522.0,6.879999999999996,8.689999999999998,3.4399999999999977,5.0,-42.0,402.0,1
2010,Uruguay,South Korea,win,1.85,3.27,4.7,2,1,-2.85,78.38,80.69,75.44,77.0,71.5,71.9,70.2,68.8,20.0,909.0,52.0,634.0,6.879999999999996,8.789999999999992,5.239999999999995,8.200000000000003,-32.0,275.0,1
2010,Greece,Argentina,lose,7.09,4.09,1.48,0,2,5.6099999999999985,75.12,75.12,74.12,75.12,82.53,84.74,81.05,79.47,13.0,1030.0,8.0,1082.0,-7.4099999999999975,-9.61999999999999,-6.929999999999992,-4.349999999999993,5.0,-52.0,-2
2010,Honduras,Chile,lose,5.68,3.47,1.68,0,1,4.0,68.5,68.0,70.0,67.5,76.6,77.2,77.0,73.5,37.0,759.0,15.0,955.0,-8.099999999999994,-9.200000000000003,-7.0,-6.0,22.0,-196.0,-1
2014,Honduras,Ecuador,lose,5.7,4.11,1.6,1,2,4.1,68.5,68.0,70.0,67.5,71.88,71.56,70.94,68.94,42.0,692.0,23.0,852.0,-3.3799999999999955,-3.5600000000000023,-0.9399999999999976,-1.4399999999999975,19.0,-160.0,-1
2014,Honduras,Switzerland,lose,7.0,4.47,1.48,0,3,5.52,68.5,68.0,70.0,67.5,76.94,74.88,75.81,76.44,42.0,692.0,8.0,1113.0,-8.439999999999998,-6.879999999999996,-5.810000000000002,-8.939999999999998,34.0,-421.0,-3
2018,Iceland,Croatia,lose,4.31,3.94,1.84,1,2,2.47,70.67,71.5,71.17,69.33,78.12,78.5,76.75,74.62,22.0,959.0,17.0,1048.0,-7.450000000000002,-7.0,-5.579999999999997,-5.290000000000006,5.0,-89.0,-1
2018,Iran,Spain,lose,19.51,6.79,1.2,0,1,18.31,75.0,81.0,73.0,72.0,84.61,83.06,84.44,82.83,32.0,797.0,6.0,1231.0,-9.61,-2.0600000000000023,-11.439999999999998,-10.829999999999998,26.0,-434.0,-1
2014,Italy,Costa Rica,lose,1.56,4.03,6.5,0,1,-4.94,82.65,82.24,81.65,81.65,73.0,73.0,73.0,74.0,7.0,1120.0,31.0,743.0,9.650000000000006,9.239999999999997,8.650000000000006,7.650000000000006,-24.0,377.0,-1
2014,Italy,Uruguay,lose,2.54,3.46,2.77,0,1,-0.23,82.65,82.24,81.65,81.65,78.38,80.69,75.44,77.0,7.0,1120.0,6.0,1132.0,4.270000000000009,1.5499999999999972,6.210000000000008,4.650000000000006,1.0,-12.0,-1
2006,Japan,Brazil,lose,12.0,5.25,1.21,1,4,10.79,76.0,75.0,77.0,76.0,82.67,83.17,81.22,82.22,15.0,714.0,1.0,839.0,-6.670000000000003,-8.170000000000002,-4.219999999999999,-6.219999999999999,14.0,-125.0,-3
2014,Japan,Colombia,lose,3.44,3.71,2.07,1,4,1.37,76.0,75.0,77.0,76.0,77.9,79.2,77.6,75.9,47.0,641.0,4.0,1200.0,-1.9000000000000057,-4.200000000000003,-0.5999999999999943,0.09999999999999433,43.0,-559.0,-3
2018,Japan,Poland,lose,2.89,3.1,2.75,0,1,0.14000000000000012,76.0,75.0,77.0,76.0,75.78,77.89,73.39,72.33,57.0,598.0,7.0,1209.0,0.21999999999999886,-2.890000000000001,3.61,3.6700000000000017,50.0,-611.0,-1
2018,Mexico,Sweden,lose,2.23,3.37,3.51,0,3,-1.2799999999999998,76.94,77.28,76.17,75.0,75.76,77.47,74.76,74.18,16.0,1032.0,18.0,1000.0,1.1799999999999926,-0.18999999999999773,1.4099999999999966,0.8199999999999932,-2.0,32.0,-3
2010,Mexico,Uruguay,lose,3.72,1.91,3.7,0,1,0.020000000000000014,76.94,77.28,76.17,75.0,78.38,80.69,75.44,77.0,17.0,947.0,20.0,909.0,-1.4399999999999975,-3.4099999999999966,0.730000000000004,-2.0,-3.0,38.0,-1
2018,Morocco,Iran,lose,2.21,2.99,4.19,0,1,-1.9800000000000004,77.0,78.5,72.5,78.5,75.0,81.0,73.0,72.0,40.0,748.0,32.0,797.0,2.0,-2.5,-0.5,6.5,8.0,-49.0,-1
2010,Netherlands,Spain,lose,3.78,3.33,2.02,0,1,1.7599999999999998,81.0,81.47,80.29,78.88,84.61,83.06,84.44,82.83,3.0,1288.0,1.0,1627.0,-3.61,-1.5900000000000034,-4.149999999999992,-3.950000000000003,2.0,-339.0,-1
2018,Nigeria,Argentina,lose,5.87,5.08,1.51,1,2,4.36,77.5,78.5,71.5,75.0,82.53,84.74,81.05,79.47,51.0,651.0,4.0,1348.0,-5.030000000000001,-6.239999999999995,-9.549999999999997,-4.469999999999999,47.0,-697.0,-1
2014,Nigeria,Argentina,lose,9.01,4.09,1.45,2,3,7.56,77.5,78.5,71.5,75.0,82.53,84.74,81.05,79.47,37.0,701.0,3.0,1251.0,-5.030000000000001,-6.239999999999995,-9.549999999999997,-4.469999999999999,34.0,-550.0,-1
2010,North Korea,Ivory Coast,lose,8.81,4.88,1.35,0,3,7.460000000000001,65.0,66.0,64.0,65.0,76.0,77.6,75.8,73.8,86.0,378.0,16.0,865.0,-11.0,-11.599999999999996,-11.799999999999995,-8.799999999999997,70.0,-487.0,-3
2018,Panama,Tunisia,lose,4.38,3.73,1.86,1,2,2.52,68.0,68.0,70.0,68.0,71.0,69.5,70.0,71.0,55.0,636.0,27.0,915.0,-3.0,-1.5,0.0,-3.0,28.0,-279.0,-1
2010,Paraguay,Spain,lose,8.43,4.2,1.42,0,1,7.01,74.0,75.08,72.85,71.92,84.61,83.06,84.44,82.83,29.0,806.0,1.0,1627.0,-10.61,-7.980000000000004,-11.590000000000005,-10.909999999999995,28.0,-821.0,-1
2018,Peru,Denmark,lose,3.65,3.09,2.34,0,1,1.31,71.6,73.1,70.7,69.5,76.78,75.11,77.06,75.5,11.0,1128.0,12.0,1099.0,-5.180000000000007,-2.0100000000000047,-6.3599999999999985,-6.0,-1.0,29.0,-1
2018,Poland,Colombia,lose,3.48,3.45,2.21,0,3,1.27,75.78,77.89,73.39,72.33,77.9,79.2,77.6,75.9,7.0,1209.0,13.0,1078.0,-2.1200000000000045,-1.3100000000000025,-4.209999999999994,-3.5700000000000074,-6.0,131.0,-3
2006,Poland,Ecuador,lose,1.9,3.25,3.75,0,2,-1.85,75.78,77.89,73.39,72.33,71.88,71.56,70.94,68.94,22.0,695.0,37.0,647.0,3.9000000000000057,6.329999999999997,2.450000000000003,3.390000000000001,-15.0,48.0,-2
2018,Poland,Senegal,lose,2.5,3.04,3.34,1,2,-0.8399999999999999,75.78,77.89,73.39,72.33,77.0,79.0,76.0,77.0,7.0,1209.0,23.0,875.0,-1.2199999999999989,-1.1099999999999994,-2.6099999999999994,-4.670000000000002,-16.0,334.0,-1
2006,Portugal,France,lose,3.82,2.87,2.13,0,1,1.69,81.94,82.33,81.44,80.44,83.28,83.28,82.56,81.72,10.0,753.0,5.0,768.0,-1.3400000000000034,-0.9500000000000028,-1.1200000000000043,-1.2800000000000011,5.0,-15.0,-1
2018,Russia,Uruguay,lose,2.93,3.05,2.76,0,3,0.17000000000000035,77.53,77.53,76.2,75.4,78.38,80.69,75.44,77.0,64.0,534.0,21.0,924.0,-0.8499999999999943,-3.1599999999999966,0.7600000000000051,-1.5999999999999943,43.0,-390.0,-3
2006,Saudi Arabia,Spain,lose,16.03,6.71,1.14,0,1,14.89,71.5,72.0,72.0,72.0,84.61,83.06,84.44,82.83,33.0,663.0,5.0,768.0,-13.11,-11.060000000000002,-12.439999999999998,-10.829999999999998,28.0,-105.0,-1
2006,Saudi Arabia,Ukraine,lose,7.0,3.75,1.4,0,4,5.6,71.5,72.0,72.0,72.0,75.0,74.67,73.83,69.5,33.0,663.0,40.0,629.0,-3.5,-2.6700000000000017,-1.8299999999999983,2.5,-7.0,34.0,-4
2018,Senegal,Colombia,lose,5.05,3.73,1.77,0,1,3.28,77.0,79.0,76.0,77.0,77.9,79.2,77.6,75.9,23.0,875.0,13.0,1078.0,-0.9000000000000057,-0.20000000000000284,-1.5999999999999943,1.0999999999999943,10.0,-203.0,-1
2018,Serbia,Brazil,lose,7.43,4.58,1.47,0,2,5.96,77.67,78.67,77.33,74.33,82.67,83.17,81.22,82.22,36.0,756.0,2.0,1483.0,-5.0,-4.5,-3.890000000000001,-7.8900000000000015,34.0,-727.0,-2
2010,Serbia,Ghana,lose,2.03,3.22,3.91,0,1,-1.8800000000000003,77.67,78.67,77.33,74.33,76.0,79.5,74.5,73.5,19.0,916.0,34.0,823.0,1.6700000000000017,-0.8299999999999983,2.8299999999999983,0.8299999999999983,-15.0,93.0,-1
2006,Serbia,Netherlands,lose,4.12,3.06,1.89,0,1,2.2300000000000004,77.67,78.67,77.33,74.33,81.0,81.47,80.29,78.88,47.0,612.0,3.0,790.0,-3.3299999999999983,-2.799999999999997,-2.9600000000000084,-4.549999999999997,44.0,-178.0,-1
2018,Serbia,Switzerland,lose,2.8,3.02,2.94,1,2,-0.14000000000000012,77.67,78.67,77.33,74.33,76.94,74.88,75.81,76.44,36.0,756.0,8.0,1190.0,0.730000000000004,3.7900000000000063,1.5199999999999958,-2.1099999999999994,28.0,-434.0,-1
2010,Slovakia,Paraguay,lose,3.78,3.21,2.05,0,2,1.73,73.0,68.0,75.0,78.0,74.0,75.08,72.85,71.92,33.0,752.0,29.0,806.0,-1.0,-7.079999999999997,2.1500000000000057,6.079999999999997,4.0,-54.0,-2
2010,Slovenia,England,lose,7.78,4.17,1.44,0,1,6.34,72.5,71.5,71.56,69.56,82.44,83.5,81.56,81.06,31.0,767.0,9.0,1076.0,-9.939999999999998,-12.0,-10.0,-11.5,22.0,-309.0,-1
2010,South Africa,Uruguay,lose,3.22,3.04,2.39,0,3,0.8300000000000001,70.93,69.79,70.29,68.64,78.38,80.69,75.44,77.0,85.0,391.0,20.0,909.0,-7.449999999999988,-10.899999999999993,-5.149999999999992,-8.36,65.0,-518.0,-3
2014,South Korea,Algeria,lose,2.49,3.29,2.94,2,4,-0.4499999999999997,71.5,71.9,70.2,68.8,77.0,77.0,78.0,76.0,54.0,581.0,26.0,792.0,-5.5,-5.099999999999994,-7.799999999999998,-7.200000000000002,28.0,-211.0,-2
2014,South Korea,Belgium,lose,4.64,3.55,1.83,0,1,2.81,71.5,71.9,70.2,68.8,80.11,79.89,79.11,78.72,54.0,581.0,11.0,1098.0,-8.61,-7.989999999999995,-8.909999999999998,-9.920000000000002,43.0,-517.0,-1
2018,South Korea,Mexico,lose,5.63,3.81,1.7,1,2,3.93,71.5,71.9,70.2,68.8,76.94,77.28,76.17,75.0,60.0,569.0,16.0,1032.0,-5.439999999999998,-5.379999999999996,-5.969999999999999,-6.200000000000002,44.0,-463.0,-1
2014,Spain,Chile,lose,1.57,4.45,5.52,0,2,-3.9499999999999993,84.61,83.06,84.44,82.83,76.6,77.2,77.0,73.5,1.0,1507.0,15.0,1005.0,8.010000000000005,5.8599999999999985,7.439999999999998,9.329999999999998,-14.0,502.0,-2
2006,Spain,France,lose,2.32,2.99,3.16,1,3,-0.8400000000000003,84.61,83.06,84.44,82.83,83.28,83.28,82.56,81.72,5.0,768.0,5.0,768.0,1.3299999999999983,-0.21999999999999886,1.8799999999999957,1.1099999999999994,0.0,0.0,-2
2014,Spain,Netherlands,lose,1.83,3.35,5.06,1,5,-3.2299999999999995,84.61,83.06,84.44,82.83,81.0,81.47,80.29,78.88,1.0,1507.0,9.0,1106.0,3.61,1.5900000000000034,4.149999999999992,3.950000000000003,-8.0,401.0,-4
2010,Spain,Switzerland,lose,1.27,5.16,13.02,0,1,-11.75,84.61,83.06,84.44,82.83,76.94,74.88,75.81,76.44,1.0,1627.0,18.0,924.0,7.670000000000003,8.180000000000009,8.629999999999995,6.3900000000000015,-17.0,703.0,-1
2018,Sweden,England,lose,5.19,3.36,1.85,0,2,3.3400000000000003,75.76,77.47,74.76,74.18,82.44,83.5,81.56,81.06,18.0,1000.0,15.0,1047.0,-6.679999999999992,-6.030000000000001,-6.799999999999998,-6.879999999999996,3.0,-47.0,-2
2014,Switzerland,France,lose,4.46,3.51,1.87,2,5,2.59,76.94,74.88,75.81,76.44,83.28,83.28,82.56,81.72,8.0,1113.0,20.0,893.0,-6.3400000000000025,-8.400000000000006,-6.75,-5.280000000000001,-12.0,220.0,-3
2006,Togo,France,lose,14.43,6.91,1.14,0,2,13.29,62.0,67.0,65.0,54.0,83.28,83.28,82.56,81.72,56.0,585.0,5.0,768.0,-21.28,-16.28,-17.560000000000002,-27.72,51.0,-183.0,-2
2006,Togo,Switzerland,lose,6.5,3.6,1.44,0,2,5.0600000000000005,62.0,67.0,65.0,54.0,76.94,74.88,75.81,76.44,56.0,585.0,35.0,655.0,-14.939999999999998,-7.8799999999999955,-10.810000000000002,-22.44,21.0,-70.0,-2
2018,Tunisia,England,lose,8.73,4.26,1.48,1,2,7.25,71.0,69.5,70.0,71.0,82.44,83.5,81.56,81.06,27.0,915.0,15.0,1047.0,-11.439999999999998,-14.0,-11.560000000000002,-10.060000000000002,12.0,-132.0,-1
2014,United States,Germany,lose,8.13,3.07,1.68,0,1,6.450000000000001,74.39,74.0,73.67,72.5,83.83,82.44,83.11,81.22,14.0,1019.0,2.0,1318.0,-9.439999999999998,-8.439999999999998,-9.439999999999998,-8.719999999999999,12.0,-299.0,-1
2010,United States,Ghana,lose,2.42,3.06,3.13,1,2,-0.71,74.39,74.0,73.67,72.5,76.0,79.5,74.5,73.5,14.0,963.0,34.0,823.0,-1.6099999999999994,-5.5,-0.8299999999999983,-1.0,-20.0,140.0,-1
2014,Uruguay,Costa Rica,lose,1.43,4.31,8.8,1,3,-7.370000000000001,78.38,80.69,75.44,77.0,73.0,73.0,73.0,74.0,6.0,1132.0,31.0,743.0,5.379999999999996,7.689999999999998,2.4399999999999977,3.0,-25.0,389.0,-2
2018,Uruguay,France,lose,4.69,3.1,2.02,0,2,2.6700000000000004,78.38,80.69,75.44,77.0,83.28,83.28,82.56,81.72,21.0,924.0,9.0,1183.0,-4.900000000000006,-2.5900000000000034,-7.1200000000000045,-4.719999999999999,12.0,-259.0,-2
2010,Uruguay,Germany,lose,3.92,3.64,1.89,2,3,2.03,78.38,80.69,75.44,77.0,83.83,82.44,83.11,81.22,20.0,909.0,6.0,1173.0,-5.450000000000002,-1.75,-7.670000000000003,-4.219999999999999,14.0,-264.0,-1
2010,Uruguay,Netherlands,lose,5.52,3.52,1.67,2,3,3.85,78.38,80.69,75.44,77.0,81.0,81.47,80.29,78.88,20.0,909.0,3.0,1288.0,-2.6200000000000045,-0.7800000000000011,-4.8500000000000085,-1.8799999999999957,17.0,-379.0,-1
